Date updated,County code,County,Total cases ,Confirmed cases,Probable cases,Total case rate,Hospitalized cases,Total deaths,Confirmed deaths,Probable deaths
04/29/2020,5,New Haven,7205,,,840,591,493,,
04/29/2020,6,New London,540,,,202,39,35,,
04/29/2020,7,Tolland,427,,,283,5,36,,
04/29/2020,8,Windham,165,,,141,4,2,,
04/30/2020,1,Fairfield,11294,,,1197,565,810,,
04/30/2020,2,Hartford,5601,,,627,416,698,,
04/30/2020,3,Litchfield,963,,,532,21,80,,
04/30/2020,4,Middlesex,657,,,404,42,79,,
04/30/2020,5,New Haven,7536,,,879,557,512,,
04/30/2020,6,New London,564,,,211,41,36,,
04/30/2020,7,Tolland,437,,,290,4,36,,
04/30/2020,8,Windham,186,,,159,4,2,,
05/01/2020,1,Fairfield,11612,,,1230,537,839,,
05/01/2020,2,Hartford,5931,,,664,413,715,,
05/01/2020,3,Litchfield,1014,,,560,22,86,,
05/01/2020,4,Middlesex,687,,,422,40,82,,
05/01/2020,5,New Haven,7900,,,921,533,533,,
05/01/2020,6,New London,603,,,226,38,42,,
05/01/2020,7,Tolland,446,,,296,6,38,,
05/01/2020,8,Windham,200,,,171,3,2,,
05/02/2020,1,Fairfield,11801,,,1250,525,865,,
05/02/2020,2,Hartford,6112,,,685,400,741,,
05/02/2020,3,Litchfield,1036,,,572,22,89,,
05/02/2020,4,Middlesex,707,,,435,37,91,,
05/02/2020,5,New Haven,8024,,,936,523,565,,
05/02/2020,6,New London,623,,,234,33,43,,
05/02/2020,7,Tolland,461,,,305,6,39,,
05/02/2020,8,Windham,211,,,180,5,2,,
05/03/2020,1,Fairfield,12245,,,1297,507,910,,
05/03/2020,2,Hartford,6173,,,692,362,773,,
05/03/2020,3,Litchfield,1047,,,578,23,94,,
05/03/2020,4,Middlesex,713,,,438,41,93,,
05/03/2020,5,New Haven,8110,,,946,487,595,,
05/03/2020,6,New London,641,,,240,33,45,,
05/03/2020,7,Tolland,464,,,307,6,40,,
05/03/2020,8,Windham,217,,,185,5,3,,
05/04/2020,1,Fairfield,12360,,,1310,519,935,,
05/04/2020,2,Hartford,6351,,,711,369,804,,
05/04/2020,3,Litchfield,1065,,,588,24,95,,
05/04/2020,4,Middlesex,734,,,451,42,95,,
05/04/2020,5,New Haven,8337,,,972,504,610,,
05/04/2020,6,New London,681,,,255,34,45,,
05/04/2020,7,Tolland,502,,,333,7,43,,
05/04/2020,8,Windham,223,,,191,1,4,,
05/05/2020,1,Fairfield,12455,,,1320,489,952,,
05/05/2020,2,Hartford,6530,,,731,361,842,,
05/05/2020,3,Litchfield,1085,,,599,21,100,,
05/05/2020,4,Middlesex,742,,,456,42,98,,
05/05/2020,5,New Haven,8419,,,982,487,629,,
05/05/2020,6,New London,704,,,264,36,47,,
05/05/2020,7,Tolland,513,,,340,6,44,,
05/05/2020,8,Windham,242,,,207,3,4,,
05/06/2020,1,Fairfield,12679,,,1343,469,977,,
05/06/2020,2,Hartford,6750,,,756,340,867,,
05/06/2020,3,Litchfield,1114,,,615,20,104,,
05/06/2020,4,Middlesex,764,,,470,45,104,,
05/06/2020,5,New Haven,8678,,,1012,468,643,,
05/06/2020,6,New London,742,,,278,35,49,,
05/06/2020,7,Tolland,522,,,346,5,46,,
05/06/2020,8,Windham,250,,,214,3,5,,
05/07/2020,1,Fairfield,12879,,,1365,439,1006,,
05/07/2020,2,Hartford,6904,,,773,348,884,,
05/07/2020,3,Litchfield,1130,,,624,17,103,,
05/07/2020,4,Middlesex,775,,,476,41,108,,
05/07/2020,5,New Haven,8887,,,1036,448,669,,
05/07/2020,6,New London,755,,,283,36,50,,
05/07/2020,7,Tolland,530,,,351,5,46,,
05/07/2020,8,Windham,249,,,213,2,5,,
05/08/2020,1,Fairfield,13030,,,1381,424,1017,,
05/08/2020,2,Hartford,7105,,,796,339,901,,
05/08/2020,3,Litchfield,1142,,,631,15,105,,
05/08/2020,4,Middlesex,789,,,485,44,114,,
05/08/2020,5,New Haven,9091,,,1060,437,686,,
05/08/2020,6,New London,775,,,290,33,54,,
05/08/2020,7,Tolland,540,,,358,5,46,,
05/08/2020,8,Windham,266,,,227,4,6,,
05/09/2020,1,Fairfield,13236,,,1402,403,1024,,
05/09/2020,2,Hartford,7263,,,814,316,909,,
05/09/2020,3,Litchfield,1153,,,637,19,107,,
05/09/2020,4,Middlesex,798,,,491,47,115,,
05/09/2020,5,New Haven,9209,,,1074,421,701,,
05/09/2020,6,New London,782,,,293,27,54,,
05/09/2020,7,Tolland,543,,,360,5,47,,
05/09/2020,8,Windham,270,,,231,4,7,,
05/10/2020,1,Fairfield,13312,,,1410,384,1034,,
05/10/2020,2,Hartford,7358,,,824,328,921,,
05/10/2020,3,Litchfield,1161,,,641,17,109,,
05/10/2020,4,Middlesex,801,,,492,42,115,,
05/10/2020,5,New Haven,9260,,,1080,405,716,,
05/10/2020,6,New London,784,,,294,26,56,,
05/10/2020,7,Tolland,545,,,361,4,47,,
05/10/2020,8,Windham,271,,,232,6,7,,
05/11/2020,1,Fairfield,13488,,,1429,378,1046,,
05/11/2020,2,Hartford,7528,,,843,320,931,,
05/11/2020,3,Litchfield,1171,,,647,21,110,,
05/11/2020,4,Middlesex,823,,,506,40,116,,
05/11/2020,5,New Haven,9430,,,1100,399,723,,
05/11/2020,6,New London,793,,,297,23,58,,
05/11/2020,7,Tolland,556,,,368,2,47,,
05/11/2020,8,Windham,281,,,240,6,7,,
05/12/2020,1,Fairfield,13636,,,1445,372,1068,,
05/12/2020,2,Hartford,7732,,,866,296,963,,
05/12/2020,3,Litchfield,1179,,,651,18,110,,
05/12/2020,4,Middlesex,837,,,515,36,116,,
05/12/2020,5,New Haven,9570,,,1116,404,745,,
05/12/2020,6,New London,804,,,301,24,60,,
05/12/2020,7,Tolland,560,,,371,3,49,,
05/12/2020,8,Windham,287,,,245,5,9,,
05/13/2020,1,Fairfield,13836,,,1466,362,1093,,
05/13/2020,2,Hartford,7935,,,889,269,999,,
05/13/2020,3,Litchfield,1203,,,664,14,115,,
05/13/2020,4,Middlesex,863,,,530,31,118,,
05/13/2020,5,New Haven,9712,,,1132,394,767,,
05/13/2020,6,New London,821,,,308,24,62,,
05/13/2020,7,Tolland,568,,,376,3,51,,
05/13/2020,8,Windham,291,,,249,6,11,,
05/14/2020,1,Fairfield,14009,,,1484,342,1109,,
05/14/2020,2,Hartford,8126,,,910,248,1025,,
05/14/2020,3,Litchfield,1218,,,673,14,115,,
05/14/2020,4,Middlesex,885,,,544,32,124,,
05/14/2020,5,New Haven,9881,,,1152,367,783,,
05/14/2020,6,New London,844,,,316,24,63,,
05/14/2020,7,Tolland,583,,,386,1,51,,
05/14/2020,8,Windham,301,,,257,5,12,,
05/15/2020,1,Fairfield,14140,,,1498,330,1125,,
05/15/2020,2,Hartford,8299,,,930,243,1044,,
05/15/2020,3,Litchfield,1234,,,681,10,116,,
05/15/2020,4,Middlesex,898,,,552,29,124,,
05/15/2020,5,New Haven,10075,,,1175,352,800,,
05/15/2020,6,New London,860,,,322,24,65,,
05/15/2020,7,Tolland,636,,,421,1,51,,
05/15/2020,8,Windham,304,,,260,5,12,,
05/16/2020,1,Fairfield,14248,,,1510,299,1146,,
05/16/2020,2,Hartford,8723,,,977,234,1069,,
05/16/2020,3,Litchfield,1269,,,701,10,116,,
05/16/2020,4,Middlesex,909,,,559,32,125,,
05/16/2020,5,New Haven,10159,,,1185,336,817,,
05/16/2020,6,New London,873,,,327,22,66,,
05/16/2020,7,Tolland,715,,,474,1,54,,
05/16/2020,8,Windham,313,,,267,3,14,,
05/17/2020,1,Fairfield,14439,,,1530,287,1153,,
05/17/2020,2,Hartford,8957,,,1004,235,1084,,
05/17/2020,3,Litchfield,1280,,,706,10,115,,
05/17/2020,4,Middlesex,936,,,575,32,131,,
05/17/2020,5,New Haven,10338,,,1205,331,830,,
05/17/2020,6,New London,876,,,328,21,66,,
05/17/2020,7,Tolland,735,,,485,1,54,,
05/17/2020,8,Windham,322,,,275,3,14,,
05/18/2020,1,Fairfield,14522,,,1539,287,1160,,
05/18/2020,2,Hartford,9050,,,1014,226,1090,,
05/18/2020,3,Litchfield,1290,,,712,11,117,,
05/18/2020,4,Middlesex,947,,,582,35,131,,
05/18/2020,5,New Haven,10427,,,1216,327,838,,
05/18/2020,6,New London,880,,,330,24,66,,
05/18/2020,7,Tolland,770,,,510,1,54,,
05/18/2020,8,Windham,326,,,279,3,14,,
05/19/2020,1,Fairfield,14719,,,1560,272,1167,,
05/19/2020,2,Hartford,9234,,,1034,222,1116,,
05/19/2020,3,Litchfield,1299,,,717,7,121,,
05/19/2020,4,Middlesex,965,,,593,33,131,,
05/19/2020,5,New Haven,10587,,,1234,326,855,,
05/19/2020,6,New London,896,,,336,24,68,,
05/19/2020,7,Tolland,786,,,521,0,55,,
05/19/2020,8,Windham,329,,,281,3,14,,
05/20/2020,1,Fairfield,14751,,,1563,241,1180,,
05/20/2020,2,Hartford,9299,,,1042,214,1133,,
05/20/2020,3,Litchfield,1303,,,719,7,121,,
05/20/2020,4,Middlesex,972,,,597,28,130,,
05/20/2020,5,New Haven,10663,,,1243,301,874,,
05/20/2020,6,New London,903,,,338,22,73,,
05/20/2020,7,Tolland,787,,,521,0,55,,
05/20/2020,8,Windham,336,,,287,3,14,,
05/31/2020,1,Fairfield,15709,15003,706,1664,157,1288,990,298
05/31/2020,2,Hartford,10445,9752,693,1170,100,1254,944,310
05/31/2020,3,Litchfield,1400,1333,67,773,4,136,114,22
05/31/2020,4,Middlesex,1143,1084,59,703,21,153,117,36
05/31/2020,5,New Haven,11479,11088,391,1338,160,973,822,151
05/31/2020,6,New London,1091,1033,58,409,9,89,66,23
05/31/2020,7,Tolland,845,768,77,560,2,58,45,13
05/31/2020,8,Windham,388,376,12,332,1,13,12,1
06/01/2020,1,Fairfield,15776,15073,703,1671,153,1287,996,291
06/01/2020,2,Hartford,10536,9861,675,1180,93,1253,951,302
06/01/2020,3,Litchfield,1402,1336,66,774,4,133,113,20
06/01/2020,4,Middlesex,1154,1098,56,709,24,150,117,33
06/01/2020,5,New Haven,11525,11139,386,1344,149,985,837,148
06/01/2020,6,New London,1094,1035,59,410,9,90,66,24
06/01/2020,7,Tolland,848,772,76,562,1,60,46,14
06/01/2020,8,Windham,393,383,10,336,1,14,13,1
07/09/2020,1,Fairfield,16906,16265,641,1791,25,1380,1074,306
07/09/2020,2,Hartford,11892,11212,680,1332,28,1385,1068,317
07/09/2020,3,Litchfield,1510,1447,63,834,1,137,117,20
07/09/2020,4,Middlesex,1335,1276,59,821,5,187,149,38
07/09/2020,5,New Haven,12532,12142,390,1461,15,1079,929,150
07/09/2020,6,New London,1322,1263,59,496,3,102,76,26
07/09/2020,7,Tolland,928,859,69,615,0,64,50,14
07/09/2020,8,Windham,632,625,7,540,0,14,13,1
07/12/2020,1,Fairfield,16954,16309,645,1796,23,1385,1075,310
07/12/2020,2,Hartford,11949,11268,681,1339,18,1391,1074,317
07/12/2020,3,Litchfield,1512,1448,64,835,1,139,118,21
07/12/2020,4,Middlesex,1340,1281,59,824,5,187,149,38
07/12/2020,5,New Haven,12612,12221,391,1471,23,1087,936,151
07/12/2020,6,New London,1328,1269,59,498,4,101,75,26
07/12/2020,7,Tolland,935,865,70,620,0,65,50,15
07/12/2020,8,Windham,636,629,7,543,0,14,13,1
07/13/2020,1,Fairfield,16960,16317,643,1797,22,1385,1077,308
07/13/2020,2,Hartford,11950,11269,681,1339,18,1394,1077,317
07/13/2020,3,Litchfield,1512,1448,64,835,1,138,117,21
07/13/2020,4,Middlesex,1341,1282,59,824,2,187,149,38
07/13/2020,5,New Haven,12617,12226,391,1471,20,1087,937,150
07/13/2020,6,New London,1334,1275,59,500,3,102,76,26
07/13/2020,7,Tolland,935,867,68,620,0,65,51,14
07/13/2020,8,Windham,638,631,7,545,0,14,13,1
07/14/2020,1,Fairfield,16993,16350,643,1800,18,1387,1079,308
07/14/2020,2,Hartford,11980,11299,681,1342,20,1398,1081,317
07/14/2020,3,Litchfield,1517,1453,64,838,0,138,117,21
07/14/2020,4,Middlesex,1346,1287,59,827,4,188,150,38
08/20/2020,5,New Haven,13442,13013,429,1567,20,1111,959,152
08/20/2020,6,New London,1505,1438,67,564,3,105,78,27
08/20/2020,7,Tolland,1083,1020,63,718,0,65,51,14
08/20/2020,8,Windham,768,758,10,656,0,15,14,1
08/23/2020,1,Fairfield,18605,17899,706,1971,12,1411,1098,313
08/23/2020,2,Hartford,13180,12532,648,1476,14,1422,1102,320
08/23/2020,3,Litchfield,1658,1588,70,915,0,139,118,21
08/23/2020,4,Middlesex,1434,1371,63,881,5,192,154,38
08/23/2020,5,New Haven,13518,13083,435,1576,22,1111,959,152
08/23/2020,6,New London,1517,1450,67,569,4,105,78,27
08/23/2020,7,Tolland,1085,1023,62,719,0,65,51,14
08/23/2020,8,Windham,780,770,10,667,0,15,14,1
08/24/2020,1,Fairfield,18622,17916,706,1973,15,1412,1099,313
08/24/2020,2,Hartford,13184,12538,646,1477,15,1424,1105,319
08/24/2020,3,Litchfield,1658,1588,70,915,0,139,118,21
08/24/2020,4,Middlesex,1436,1373,63,883,5,192,154,38
08/24/2020,5,New Haven,13524,13091,433,1577,20,1110,960,150
08/24/2020,6,New London,1520,1453,67,570,4,106,79,27
08/24/2020,7,Tolland,1090,1028,62,722,0,65,51,14
08/24/2020,8,Windham,780,770,10,667,0,15,14,1
08/25/2020,1,Fairfield,18667,17955,712,1978,16,1413,1099,314
08/25/2020,2,Hartford,13273,12627,646,1487,15,1424,1105,319
08/25/2020,3,Litchfield,1662,1590,72,918,0,139,118,21
08/25/2020,4,Middlesex,1437,1374,63,883,4,192,154,38
08/25/2020,5,New Haven,13556,13118,438,1581,19,1109,959,150
08/25/2020,6,New London,1526,1458,68,572,3,106,79,27
08/25/2020,7,Tolland,1093,1027,66,724,0,65,51,14
08/25/2020,8,Windham,785,775,10,671,0,15,14,1
08/26/2020,1,Fairfield,18721,18005,716,1984,15,1413,1099,314
08/26/2020,2,Hartford,13307,12660,647,1491,14,1426,1105,321
08/26/2020,3,Litchfield,1673,1600,73,924,0,139,118,21
08/26/2020,4,Middlesex,1438,1375,63,884,2,192,154,38
08/26/2020,5,New Haven,13584,13143,441,1584,21,1109,959,150
08/26/2020,6,New London,1526,1459,67,572,4,106,79,27
08/26/2020,7,Tolland,1112,1045,67,737,0,65,51,14
08/26/2020,8,Windham,785,775,10,671,0,15,14,1
08/27/2020,1,Fairfield,18774,18049,725,1989,14,1413,1099,314
08/27/2020,2,Hartford,13392,12739,653,1500,17,1426,1105,321
08/27/2020,3,Litchfield,1688,1614,74,932,1,139,118,21
08/27/2020,4,Middlesex,1446,1382,64,889,2,192,154,38
08/27/2020,5,New Haven,13622,13177,445,1588,22,1109,959,150
08/27/2020,6,New London,1554,1486,68,582,3,106,79,27
08/27/2020,7,Tolland,1126,1059,67,746,0,65,51,14
08/27/2020,8,Windham,789,779,10,674,1,15,14,1
08/30/2020,1,Fairfield,18903,18165,738,2003,14,1414,1100,314
08/30/2020,2,Hartford,13504,12845,659,1513,13,1425,1104,321
08/30/2020,3,Litchfield,1709,1636,73,944,1,138,118,20
08/30/2020,4,Middlesex,1455,1391,64,894,4,192,154,38
08/30/2020,5,New Haven,13675,13230,445,1595,16,1109,959,150
08/30/2020,6,New London,1577,1509,68,591,4,107,80,27
08/30/2020,7,Tolland,1145,1078,67,759,0,65,51,14
08/30/2020,8,Windham,801,791,10,684,0,15,14,1
08/31/2020,1,Fairfield,18939,18204,735,2007,13,1415,1101,314
08/31/2020,2,Hartford,13529,12870,659,1516,15,1425,1104,321
08/31/2020,3,Litchfield,1713,1640,73,946,1,138,118,20
08/31/2020,4,Middlesex,1466,1402,64,901,5,192,154,38
08/31/2020,5,New Haven,13711,13266,445,1599,17,1109,959,150
08/31/2020,6,New London,1587,1519,68,595,4,107,80,27
08/31/2020,7,Tolland,1147,1080,67,760,0,65,51,14
08/31/2020,8,Windham,807,797,10,690,1,15,14,1
09/01/2020,1,Fairfield,18965,18229,736,2009,16,1415,1101,314
09/01/2020,2,Hartford,13561,12901,660,1519,14,1426,1105,321
09/01/2020,3,Litchfield,1717,1644,73,948,2,138,118,20
09/01/2020,4,Middlesex,1469,1405,64,903,5,192,154,38
09/01/2020,5,New Haven,13736,13288,448,1602,22,1109,959,150
09/01/2020,6,New London,1590,1522,68,596,6,107,80,27
09/01/2020,7,Tolland,1153,1085,68,764,0,65,51,14
09/01/2020,8,Windham,810,800,10,692,0,15,14,1
09/02/2020,1,Fairfield,18995,18257,738,2013,16,1415,1101,314
09/02/2020,2,Hartford,13598,12938,660,1523,16,1426,1105,321
09/02/2020,3,Litchfield,1721,1648,73,950,3,139,119,20
09/02/2020,4,Middlesex,1469,1405,64,903,5,192,154,38
09/02/2020,5,New Haven,13763,13314,449,1605,18,1109,959,150
09/02/2020,6,New London,1598,1530,68,599,7,107,80,27
09/02/2020,7,Tolland,1158,1089,69,767,0,65,51,14
09/02/2020,8,Windham,810,800,10,692,0,15,14,1
09/03/2020,1,Fairfield,19031,18292,739,2016,14,1415,1101,314
09/03/2020,2,Hartford,13635,12972,663,1527,15,1426,1105,321
09/03/2020,3,Litchfield,1728,1654,74,954,2,139,119,20
09/03/2020,4,Middlesex,1484,1419,65,912,6,192,154,38
09/03/2020,5,New Haven,13793,13339,454,1608,14,1109,959,150
09/03/2020,6,New London,1620,1552,68,607,7,107,80,27
09/03/2020,7,Tolland,1161,1092,69,769,0,65,51,14
09/03/2020,8,Windham,813,803,10,695,0,15,14,1
09/07/2020,1,Fairfield,19135,18385,750,2027,8,1417,1103,314
09/07/2020,2,Hartford,13771,13099,672,1543,16,1428,1107,321
09/07/2020,3,Litchfield,1751,1673,78,967,4,139,119,20
09/07/2020,4,Middlesex,1496,1431,65,920,2,193,155,38
09/07/2020,5,New Haven,13858,13390,468,1616,14,1109,959,150
09/07/2020,6,New London,1643,1575,68,616,6,108,81,27
09/07/2020,7,Tolland,1191,1118,73,789,0,65,51,14
09/07/2020,8,Windham,825,815,10,705,0,15,14,1
09/08/2020,1,Fairfield,19159,18405,754,2030,9,1417,1103,314
09/08/2020,2,Hartford,13796,13123,673,1545,20,1428,1107,321
09/08/2020,3,Litchfield,1752,1673,79,967,5,139,119,20
09/08/2020,4,Middlesex,1499,1434,65,921,2,193,155,38
09/08/2020,5,New Haven,13877,13407,470,1618,15,1109,959,150
09/08/2020,6,New London,1649,1581,68,618,6,108,81,27
09/08/2020,7,Tolland,1200,1118,82,795,0,65,51,14
09/08/2020,8,Windham,828,818,10,708,0,15,14,1
09/09/2020,1,Fairfield,19260,18495,765,2041,9,1417,1103,314
09/09/2020,2,Hartford,13853,13186,667,1552,15,1430,1109,321
09/09/2020,3,Litchfield,1763,1684,79,973,5,139,119,20
09/09/2020,4,Middlesex,1505,1440,65,925,1,193,155,38
09/09/2020,5,New Haven,13917,13445,472,1623,14,1110,960,150
09/09/2020,6,New London,1649,1581,68,618,8,109,82,27
09/09/2020,7,Tolland,1215,1128,87,805,0,65,51,14
09/09/2020,8,Windham,828,818,10,708,0,15,14,1
09/10/2020,1,Fairfield,19360,18589,771,2051,11,1418,1104,314
09/10/2020,2,Hartford,13886,13220,666,1556,16,1430,1109,321
09/10/2020,3,Litchfield,1773,1692,81,979,4,139,119,20
09/10/2020,4,Middlesex,1512,1447,65,929,1,193,155,38
09/10/2020,5,New Haven,13961,13486,475,1628,13,1110,960,150
09/10/2020,6,New London,1651,1583,68,619,6,110,83,27
09/10/2020,7,Tolland,1232,1140,92,816,0,65,51,14
09/10/2020,8,Windham,844,834,10,721,0,15,14,1
09/13/2020,1,Fairfield,19518,18739,779,2068,15,1419,1105,314
09/13/2020,2,Hartford,14060,13389,671,1575,22,1431,1109,322
09/13/2020,3,Litchfield,1793,1708,85,990,3,140,119,21
09/13/2020,4,Middlesex,1524,1456,68,937,2,193,154,39
09/13/2020,5,New Haven,14059,13574,485,1639,16,1111,955,156
09/13/2020,6,New London,1677,1608,69,629,5,111,83,28
09/13/2020,7,Tolland,1270,1171,99,841,0,65,51,14
09/13/2020,8,Windham,868,858,10,742,1,15,14,1
09/14/2020,1,Fairfield,19558,18782,776,2072,12,1419,1105,314
09/14/2020,2,Hartford,14099,13429,670,1579,28,1431,1109,322
09/14/2020,3,Litchfield,1798,1715,83,993,2,140,119,21
09/14/2020,4,Middlesex,1527,1459,68,939,2,193,154,39
09/14/2020,5,New Haven,14082,13596,486,1642,22,1111,955,156
09/14/2020,6,New London,1682,1613,69,630,4,111,83,28
09/14/2020,7,Tolland,1281,1185,96,849,0,65,51,14
09/14/2020,8,Windham,878,868,10,750,1,15,14,1
09/15/2020,1,Fairfield,19611,18826,785,2078,10,1419,1105,314
09/15/2020,2,Hartford,14130,13456,674,1583,29,1433,1111,322
09/15/2020,3,Litchfield,1804,1717,87,996,2,140,119,21
09/15/2020,4,Middlesex,1531,1462,69,941,3,193,154,39
09/15/2020,5,New Haven,14102,13612,490,1644,21,1111,955,156
09/15/2020,6,New London,1689,1620,69,633,4,111,83,28
09/15/2020,7,Tolland,1283,1185,98,850,0,65,51,14
09/15/2020,8,Windham,884,874,10,755,1,15,14,1
09/16/2020,1,Fairfield,19678,18892,786,2085,16,1419,1105,314
09/16/2020,2,Hartford,14205,13528,677,1591,27,1434,1112,322
09/16/2020,3,Litchfield,1815,1727,88,1002,2,140,119,21
09/16/2020,4,Middlesex,1537,1468,69,945,4,193,154,39
09/16/2020,5,New Haven,14145,13651,494,1649,21,1111,955,156
09/16/2020,6,New London,1705,1635,70,639,4,111,83,28
09/16/2020,7,Tolland,1289,1189,100,854,0,65,51,14
09/16/2020,8,Windham,890,880,10,761,1,15,14,1
09/17/2020,1,Fairfield,19716,18927,789,2089,17,1420,1106,314
09/17/2020,2,Hartford,14253,13576,677,1597,27,1434,1112,322
09/17/2020,3,Litchfield,1822,1733,89,1006,1,140,119,21
09/17/2020,4,Middlesex,1542,1472,70,948,4,193,154,39
09/17/2020,5,New Haven,14164,13667,497,1652,25,1111,955,156
09/17/2020,6,New London,1717,1646,71,644,2,114,86,28
09/17/2020,7,Tolland,1293,1192,101,857,0,65,51,14
09/17/2020,8,Windham,899,889,10,768,1,15,14,1
09/20/2020,1,Fairfield,19848,19053,795,2103,16,1420,1106,314
09/20/2020,2,Hartford,14370,13691,679,1610,21,1434,1112,322
09/20/2020,3,Litchfield,1841,1750,91,1017,1,140,119,21
09/20/2020,4,Middlesex,1552,1483,69,954,2,193,154,39
09/20/2020,5,New Haven,14261,13761,500,1663,21,1112,956,156
09/20/2020,6,New London,1774,1701,73,665,4,114,86,28
09/20/2020,7,Tolland,1312,1202,110,869,0,66,52,14
09/20/2020,8,Windham,924,913,11,790,3,15,14,1
09/21/2020,1,Fairfield,19891,19093,798,2107,17,1421,1107,314
09/21/2020,2,Hartford,14414,13729,685,1615,22,1434,1112,322
09/21/2020,3,Litchfield,1845,1754,91,1019,1,140,119,21
09/21/2020,4,Middlesex,1556,1487,69,956,2,193,154,39
09/21/2020,5,New Haven,14278,13777,501,1665,17,1113,957,156
09/21/2020,6,New London,1782,1709,73,668,8,114,86,28
09/21/2020,7,Tolland,1323,1209,114,877,0,66,52,14
09/21/2020,8,Windham,934,923,11,798,3,15,14,1
09/22/2020,1,Fairfield,19949,19147,802,2114,17,1421,1107,314
09/22/2020,2,Hartford,14456,13775,681,1619,26,1434,1112,322
09/22/2020,3,Litchfield,1849,1758,91,1021,1,140,119,21
09/22/2020,4,Middlesex,1560,1491,69,959,3,193,154,39
09/22/2020,5,New Haven,14294,13792,502,1667,14,1114,957,157
09/22/2020,6,New London,1803,1730,73,676,9,114,86,28
09/22/2020,7,Tolland,1328,1215,113,880,0,66,52,14
09/22/2020,8,Windham,941,930,11,804,3,15,14,1
09/23/2020,1,Fairfield,19985,19178,807,2117,14,1421,1107,314
09/23/2020,2,Hartford,14506,13821,685,1625,28,1434,1112,322
09/23/2020,3,Litchfield,1856,1763,93,1025,0,141,120,21
09/23/2020,4,Middlesex,1564,1495,69,961,1,193,154,39
09/23/2020,5,New Haven,14319,13816,503,1670,14,1115,958,157
09/23/2020,6,New London,1830,1756,74,686,11,114,86,28
09/23/2020,7,Tolland,1334,1221,113,884,0,66,52,14
09/23/2020,8,Windham,948,937,11,810,4,15,14,1
09/24/2020,1,Fairfield,20015,19205,810,2121,15,1422,1108,314
09/24/2020,2,Hartford,14539,13854,685,1629,30,1434,1112,322
09/24/2020,3,Litchfield,1857,1764,93,1025,0,141,120,21
09/24/2020,4,Middlesex,1566,1497,69,963,2,193,154,39
09/24/2020,5,New Haven,14340,13830,510,1672,14,1115,958,157
09/24/2020,6,New London,1843,1769,74,691,11,114,86,28
09/24/2020,7,Tolland,1337,1223,114,886,0,67,52,15
09/24/2020,8,Windham,958,946,12,819,4,15,14,1
09/27/2020,1,Fairfield,20141,19324,817,2134,16,1422,1108,314
09/27/2020,2,Hartford,14670,13981,689,1643,25,1434,1112,322
09/27/2020,3,Litchfield,1872,1777,95,1034,0,141,120,21
09/27/2020,4,Middlesex,1583,1511,72,973,3,193,154,39
09/27/2020,5,New Haven,14434,13907,527,1683,16,1115,958,157
09/27/2020,6,New London,1959,1882,77,734,14,115,87,28
09/27/2020,7,Tolland,1356,1245,111,898,0,67,52,15
09/27/2020,8,Windham,985,973,12,842,1,16,15,1
09/28/2020,1,Fairfield,20190,19370,820,2139,20,1422,1108,314
09/28/2020,2,Hartford,14737,14045,692,1651,31,1436,1114,322
09/28/2020,3,Litchfield,1874,1779,95,1035,0,141,120,21
09/28/2020,4,Middlesex,1588,1516,72,976,5,193,154,39
09/28/2020,5,New Haven,14451,13923,528,1685,21,1115,958,157
09/28/2020,6,New London,1994,1917,77,747,13,115,87,28
09/28/2020,7,Tolland,1359,1249,110,900,0,67,52,15
09/28/2020,8,Windham,990,978,12,846,2,16,15,1
09/29/2020,1,Fairfield,20225,19403,822,2143,23,1422,1108,314
09/29/2020,2,Hartford,14801,14107,694,1658,38,1437,1115,322
09/29/2020,3,Litchfield,1884,1785,99,1040,1,141,120,21
09/29/2020,4,Middlesex,1599,1526,73,983,5,193,154,39
09/29/2020,5,New Haven,14477,13947,530,1688,19,1115,958,157
09/29/2020,6,New London,2053,1976,77,770,16,117,88,29
09/29/2020,7,Tolland,1363,1253,110,903,0,67,52,15
09/29/2020,8,Windham,997,985,12,852,2,16,15,1
09/30/2020,1,Fairfield,20264,19436,828,2147,20,1422,1108,314
09/30/2020,2,Hartford,14874,14175,699,1666,39,1439,1117,322
09/30/2020,3,Litchfield,1890,1791,99,1044,2,141,120,21
09/30/2020,4,Middlesex,1604,1531,73,986,5,193,154,39
09/30/2020,5,New Haven,14520,13987,533,1693,24,1115,958,157
09/30/2020,6,New London,2087,2009,78,782,15,118,89,29
09/30/2020,7,Tolland,1370,1260,110,908,0,67,52,15
09/30/2020,8,Windham,1004,992,12,858,2,16,15,1
10/01/2020,1,Fairfield,20400,19574,826,2161,22,1423,1109,314
10/01/2020,2,Hartford,14989,14293,696,1679,41,1439,1117,322
10/01/2020,3,Litchfield,1899,1802,97,1049,2,141,120,21
10/01/2020,4,Middlesex,1614,1541,73,992,3,193,154,39
10/01/2020,5,New Haven,14583,14044,539,1700,23,1115,958,157
10/01/2020,6,New London,2206,2126,80,827,17,119,89,30
10/01/2020,7,Tolland,1449,1342,107,960,0,67,52,15
10/01/2020,8,Windham,1025,1013,12,876,2,16,15,1
10/04/2020,1,Fairfield,20587,19770,817,2181,25,1423,1110,313
10/04/2020,2,Hartford,15235,14542,693,1707,41,1440,1118,322
10/04/2020,3,Litchfield,1921,1832,89,1061,3,141,120,21
10/04/2020,4,Middlesex,1627,1554,73,1000,4,193,154,39
